gene name,description,gene id,protein id,GO general category
OASL,2'-5'-oligoadenylate synthetase-like [Source:HGNC Symbol;Acc:8090],ENSG00000135114,ENSP00000257570,"GO:0003723,GO:0005524,GO:0003677,GO:0016740,GO:0003725,GO:0046966,GO:0005737,GO:0005829,GO:0005730,GO:0009615,GO:0006955,GO:0045071,GO:0019221,GO:0051607,GO:0060333,GO:0060337,GO:0005515"
OAS1,"2'-5'-oligoadenylate synthetase 1, 40/46kDa [Source:HGNC Symbol;Acc:8086]",ENSG00000089127,ENSP00000448790,"GO:0005524,GO:0016740,GO:0003725,GO:0006955,GO:0051607,GO:0003723,GO:0016779,GO:0005515,GO:0008270,GO:0046872,GO:0001730,GO:0005634,GO:0005737,GO:0005576,GO:0005739,GO:0005829,GO:0005783,GO:0009615,GO:0045071,GO:0019221,GO:0006164,GO:0060333,GO:0051259,GO:0035457,GO:0060337,GO:0060700"
OAS2,"2'-5'-oligoadenylate synthetase 2, 69/71kDa [Source:HGNC Symbol;Acc:8087]",ENSG00000111335,ENSP00000376362,"GO:0003723,GO:0005524,GO:0016740,GO:0003725,GO:0006955,GO:0051607,GO:0008270,GO:0046872,GO:0001730,GO:0005634,GO:0005737,GO:0005739,GO:0016020,GO:0005829,GO:0048471,GO:0005783,GO:0043231,GO:0009615,GO:0006486,GO:0019221,GO:0006139,GO:0006164,GO:0060333,GO:0006401,GO:0060337,GO:0018377,GO:0016779"
OAS3,"2'-5'-oligoadenylate synthetase 3, 100kDa [Source:HGNC Symbol;Acc:8088]",ENSG00000111331,ENSP00000228928,"GO:0003723,GO:0005524,GO:0016740,GO:0003725,GO:0006955,GO:0051607,GO:0001730,GO:0005515,GO:0046872,GO:0016779,GO:0005634,GO:0005737,GO:0005829,GO:0043231,GO:0009615,GO:0045071,GO:0019221,GO:0006139,GO:0060333,GO:0060337,GO:0060700"
SF3A3,"splicing factor 3a, subunit 3, 60kDa [Source:HGNC Symbol;Acc:10767]",ENSG00000183431,ENSP00000362110,"GO:0008270,GO:0003676,GO:0005634,GO:0005515,GO:0005654,GO:0005681,GO:0016607,GO:0071013,GO:0010467,GO:0006397,GO:0008380,GO:0000398,GO:0000375,GO:0000389"
NOC3L,nucleolar complex associated 3 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24034],ENSG00000173145,ENSP00000360401,"GO:0005488,GO:0005730,GO:0016607,GO:0045444"
MYEF2,myelin expression factor 2 [Source:HGNC Symbol;Acc:17940],ENSG00000104177,ENSP00000267836,"GO:0000166,GO:0003723,GO:0003677,GO:0005634,GO:0005794,GO:0006351,GO:0030182,GO:0014902,GO:0003676"
HNRNPM,heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:5046],ENSG00000099783,ENSP00000325376,"GO:0003676,GO:0003723,GO:0000398,GO:0000166,GO:0005515,GO:0019904,GO:0005634,GO:0005887,GO:0005654,GO:0005681,GO:0016363,GO:0071013,GO:0042382,GO:0010467,GO:0008380,GO:0000380"
C11orf68,chromosome 11 open reading frame 68 [Source:HGNC Symbol;Acc:28801],ENSG00000175573,ENSP00000398350,.
MRPL10,mitochondrial ribosomal protein L10 [Source:HGNC Symbol;Acc:14055],ENSG00000159111,ENSP00000324100,"GO:0003735,GO:0005739,GO:0005622,GO:0030529,GO:0005762,GO:0006412,GO:0042254"
RNASE10,"ribonuclease, RNase A family, 10 (non-active) [Source:HGNC Symbol;Acc:19275]",ENSG00000182545,ENSP00000392996,"GO:0003676,GO:0016892,GO:0005576,GO:0022409,GO:0034113,GO:0080154,GO:1902093"
CALR,calreticulin [Source:HGNC Symbol;Acc:1455],ENSG00000179218,ENSP00000465105,"GO:0005515,GO:0005509,GO:0051082,GO:0005783,GO:0006457,GO:0030246,GO:0003729,GO:0001948,GO:0008270,GO:0003677,GO:0051087,GO:0005506,GO:0031625,GO:0005178,GO:0042277,GO:0050681,GO:0042562,GO:0044183,GO:0001849,GO:0005844,GO:0042824,GO:0031012,GO:0048471,GO:0005615,GO:0043234,GO:0043231,GO:0005634,GO:0005737,GO:0009986,GO:0016529,GO:0005576,GO:0005829,GO:0005622,GO:0005794,GO:0005578,GO:0009897,GO:0001669,GO:0005788,GO:0033018,GO:0071556,GO:0071682,GO:0050821,GO:0045787,GO:0034504,GO:0050766,GO:0090398,GO:0002502,GO:0017148,GO:0061077,GO:0071310,GO:0010033,GO:0000122,GO:0042981,GO:0007283,GO:0045892,GO:0006611,GO:0002474,GO:0006355,GO:0008284,GO:0048387,GO:0042493,GO:0002479,GO:0042590,GO:0010628,GO:0007050,GO:0045665,GO:0032355,GO:0055007,GO:0033574,GO:0045740,GO:0030866,GO:0044267,GO:0006874,GO:0030968,GO:0043687,GO:0033144,GO:1900026,GO:0071285,GO:0018279,GO:2000510,GO:0022417,GO:0042921,GO:0006987,GO:0051208,GO:0040020"
CANX,calnexin [Source:HGNC Symbol;Acc:1473],ENSG00000127022,ENSP00000391646,"GO:0005515,GO:0005509,GO:0035255,GO:0051082,GO:0034185,GO:0016021,GO:0030424,GO:0005783,GO:0005840,GO:0043025,GO:0043197,GO:0032839,GO:0006457,GO:0007568,GO:0048488,GO:0072583,GO:0005789,GO:0042470,GO:0005788,GO:0071556,GO:0002474,GO:0009306,GO:0044267,GO:0043687,GO:0018279,GO:0019886,GO:0001948,GO:0043234,GO:0005737,GO:0061077"
CALR3,calreticulin 3 [Source:HGNC Symbol;Acc:20407],ENSG00000269058,ENSP00000269881,"GO:0005509,GO:0051082,GO:0005783,GO:0006457,GO:0005515,GO:0005788,GO:0030154,GO:0007283"
RPP14,ribonuclease P/MRP 14kDa subunit [Source:HGNC Symbol;Acc:30327],ENSG00000163684,ENSP00000412894,"GO:0016491,GO:0016829,GO:0005739,GO:0008152,GO:0006631,GO:0003723,GO:0004540,GO:0004526,GO:0005634,GO:0008033"
RPS8,ribosomal protein S8 [Source:HGNC Symbol;Acc:10441],ENSG00000142937,ENSP00000379888,"GO:0003735,GO:0005737,GO:0005840,GO:0006412,GO:0022627,GO:0005829,GO:0005622,GO:0030529,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0044267,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083,GO:0000462"
PDCD7,programmed cell death 7 [Source:HGNC Symbol;Acc:8767],ENSG00000090470,ENSP00000204549,"GO:0005689,GO:2001235,GO:0070234,GO:0006915,GO:0008380,GO:0051384"
RPS19BP1,ribosomal protein S19 binding protein 1 [Source:HGNC Symbol;Acc:28749],ENSG00000187051,ENSP00000333948,"GO:0005515,GO:0005730,GO:0005654,GO:0005737"
TRMT6,tRNA methyltransferase 6 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:20900],ENSG00000089195,ENSP00000203001,"GO:0008168,GO:0003743,GO:0006413,GO:0005634,GO:0008033,GO:0006446"
RPL4,ribosomal protein L4 [Source:HGNC Symbol;Acc:10353],ENSG00000174444,ENSP00000454281,"GO:0003735,GO:0005840,GO:0006412,GO:0005515,GO:0003723,GO:0005634,GO:0005737,GO:0005829,GO:0005730,GO:0030529,GO:0022625,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0044267,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083"
PRPF3,PRP3 pre-mRNA processing factor 3 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:17348],ENSG00000265228,ENSP00000463374,"GO:0019013,GO:0046540,GO:0000398,GO:0005634,GO:0005737,GO:0006397,GO:0005515,GO:0042802,GO:0005681,GO:0016607,GO:0015030,GO:0008380,GO:0000375"
RARS,arginyl-tRNA synthetase [Source:HGNC Symbol;Acc:9870],ENSG00000113643,ENSP00000231572,"GO:0000166,GO:0005524,GO:0000049,GO:0004812,GO:0004814,GO:0034618,GO:0005634,GO:0005737,GO:0005739,GO:0017101,GO:0006418,GO:0006420,GO:0005515,GO:0005829,GO:0010467"
RARS2,"arginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:21406]",ENSG00000146282,ENSP00000389656,"GO:0000166,GO:0005524,GO:0004814,GO:0005737,GO:0006420,GO:0004812,GO:0005739,GO:0005759,GO:0010467,GO:0006418"
APOBEC4,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 4 (putative) [Source:HGNC Symbol;Acc:32152]",ENSG00000173627,ENSP00000310622,"GO:0008270,GO:0016814,GO:0006397"
ZCCHC24,"zinc finger, CCHC domain containing 24 [Source:HGNC Symbol;Acc:26911]",ENSG00000165424,ENSP00000361411,"GO:0008270,GO:0003676"
RPS21,ribosomal protein S21 [Source:HGNC Symbol;Acc:10409],ENSG00000171858,ENSP00000388332,"GO:0003735,GO:0005737,GO:0005622,GO:0005840,GO:0006412,GO:0047485,GO:0005829,GO:0022627,GO:0015935,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0044267,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0000447,GO:0006415,GO:0019083,GO:0042274,GO:0000461"
DDX24,DEAD (Asp-Glu-Ala-Asp) box polypeptide 24 [Source:HGNC Symbol;Acc:13266],ENSG00000089737,ENSP00000452145,"GO:0005524,GO:0003676,GO:0008026,GO:0004386,GO:0005737,GO:0005730,GO:0003723,GO:0003724,GO:0004004,GO:0016070"
RTCB,chromosome 22 open reading frame 28 [Source:HGNC Symbol;Acc:26935],ENSG00000100220,ENSP00000216038,"GO:0008452,GO:0006396,GO:0005524,GO:0046872,GO:0017166,GO:0003972,GO:0005737,GO:0072669,GO:0001890,GO:0007160,GO:0001701,GO:0006388,GO:0034446"
MBNL2,muscleblind-like splicing regulator 2 [Source:HGNC Symbol;Acc:16746],ENSG00000139793,ENSP00000267287,"GO:0046872,GO:0003723,GO:0005634,GO:0005737,GO:0006397,GO:0008380,GO:0000381,GO:0043484"
MBNL3,muscleblind-like splicing regulator 3 [Source:HGNC Symbol;Acc:20564],ENSG00000076770,ENSP00000359890,"GO:0046872,GO:0005634,GO:0043231,GO:0005794,GO:0007275,GO:0006397,GO:0008380,GO:0043484,GO:0045662"
MBNL1,muscleblind-like splicing regulator 1 [Source:HGNC Symbol;Acc:6923],ENSG00000152601,ENSP00000420327,"GO:0003723,GO:0005515,GO:0046872,GO:0003725,GO:0005634,GO:0005737,GO:0010494,GO:0008380,GO:0000381,GO:0001701,GO:0007399,GO:0043484,GO:0006376,GO:0030326,GO:0045445,GO:0007519,GO:0000380"
ALYREF,Aly/REF export factor [Source:HGNC Symbol;Acc:19071],ENSG00000183684,ENSP00000421592,"GO:0000166,GO:0003723,GO:0005515,GO:0003676,GO:0005634,GO:0005829,GO:0005654,GO:0016607,GO:0035145,GO:0071013,GO:0000346,GO:0006366,GO:0010467,GO:0008380,GO:0000398,GO:0031297,GO:0006406,GO:0031124,GO:0019048,GO:0032786,GO:0006369,GO:0000018,GO:0046784"
LSMD1,LSM domain containing 1 [Source:HGNC Symbol;Acc:28212],ENSG00000183011,ENSP00000335611,"GO:0005634,GO:0005737"
PUS7,pseudouridylate synthase 7 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:26033],ENSG00000091127,ENSP00000417718,"GO:0003723,GO:0009982,GO:0001522,GO:0009451,GO:0008033"
PUS7L,pseudouridylate synthase 7 homolog (S. cerevisiae)-like [Source:HGNC Symbol;Acc:25276],ENSG00000129317,ENSP00000446865,"GO:0003723,GO:0009982,GO:0001522,GO:0009451,GO:0008033"
MRPS24,mitochondrial ribosomal protein S24 [Source:HGNC Symbol;Acc:14510],ENSG00000062582,ENSP00000318158,"GO:0003735,GO:0005739,GO:0005762,GO:0005763,GO:0006412"
RBBP6,retinoblastoma binding protein 6 [Source:HGNC Symbol;Acc:9889],ENSG00000122257,ENSP00000317872,"GO:0005515,GO:0008270,GO:0003676,GO:0004842,GO:0005634,GO:0005737,GO:0005694,GO:0005730,GO:0005815,GO:0000151,GO:0016567,GO:0042787,GO:0035264,GO:0001701,GO:0048568,GO:0061053"
RPL19,ribosomal protein L19 [Source:HGNC Symbol;Acc:10312],ENSG00000108298,ENSP00000225430,"GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0022625,GO:0003723,GO:0005829,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0044267,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083"
NOL3,nucleolar protein 3 (apoptosis repressor with CARD domain) [Source:HGNC Symbol;Acc:7869],ENSG00000140939,ENSP00000399831,"GO:0003723,GO:0005515,GO:0042802,GO:0005739,GO:0005829,GO:0005622,GO:0005730,GO:0016528,GO:0006915,GO:0042981,GO:0043066,GO:0006397,GO:0008380"
RPS27,ribosomal protein S27 [Source:HGNC Symbol;Acc:10416],ENSG00000177954,ENSP00000357555,"GO:0003735,GO:0005840,GO:0006412,GO:0005515,GO:0008270,GO:0046872,GO:0003677,GO:0005634,GO:0005829,GO:0005622,GO:0022627,GO:0008283,GO:0000278,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0044267,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083"
RPS27L,ribosomal protein S27-like [Source:HGNC Symbol;Acc:18476],ENSG00000185088,ENSP00000412026,"GO:0046872,GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0022627,GO:0005515,GO:0008656,GO:0008494,GO:0005634,GO:0006974,GO:0006281,GO:0045727,GO:0031571,GO:0042771,GO:0006919"
PTRF,polymerase I and transcript release factor [Source:HGNC Symbol;Acc:9688],ENSG00000177469,ENSP00000349541,"GO:0042134,GO:0005515,GO:0005634,GO:0005737,GO:0005739,GO:0005829,GO:0005783,GO:0005654,GO:0005901,GO:0006361,GO:0006363,GO:0006355,GO:0010467,GO:0006360"
MRPS18A,mitochondrial ribosomal protein S18A [Source:HGNC Symbol;Acc:14515],ENSG00000096080,ENSP00000361188,"GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0005763,GO:0005739"
SLBP,stem-loop binding protein [Source:HGNC Symbol;Acc:10904],ENSG00000163950,ENSP00000316490,"GO:0003729,GO:0071207,GO:0005515,GO:0071208,GO:0005737,GO:0005634,GO:0030529,GO:0071204,GO:0005829,GO:0005654,GO:0006398,GO:0006366,GO:0010467,GO:0051028,GO:0006406,GO:0031124,GO:0006369,GO:0008334,GO:0033260"
EARS2,"glutamyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:29419]",ENSG00000103356,ENSP00000456467,"GO:0000166,GO:0005524,GO:0000049,GO:0016876,GO:0004818,GO:0050561,GO:0005739,GO:0005737,GO:0005759,GO:0010467,GO:0006418,GO:0043039,GO:0006424,GO:0070127"
SMAD1,SMAD family member 1 [Source:HGNC Symbol;Acc:6767],ENSG00000170365,ENSP00000426568,"GO:0005515,GO:0003700,GO:0046872,GO:0019901,GO:0042802,GO:0000979,GO:0070410,GO:0005057,GO:0070411,GO:0030618,GO:0016021,GO:0005634,GO:0005667,GO:0005737,GO:0005829,GO:0005622,GO:0005654,GO:0005637,GO:0006357,GO:0045944,GO:0010628,GO:0010656,GO:0045597,GO:0006351,GO:0008285,GO:0006954,GO:0060348,GO:0006355,GO:0007165,GO:0042493,GO:0006468,GO:0009880,GO:0007179,GO:0042060,GO:0030902,GO:0071407,GO:0051216,GO:0030509,GO:0060038,GO:0001822,GO:0045669,GO:0010243,GO:0050775,GO:0001657,GO:0030901,GO:0007276,GO:0000165,GO:0002051,GO:0071773,GO:1901522,GO:0001710,GO:0042592,GO:0061036,GO:0007183,GO:0031053"
SMAD2,SMAD family member 2 [Source:HGNC Symbol;Acc:6768],ENSG00000175387,ENSP00000384449,"GO:0003700,GO:0005515,GO:0046872,GO:0003677,GO:0003690,GO:0031625,GO:0003682,GO:0008134,GO:0019902,GO:0070410,GO:0070412,GO:0033613,GO:0046332,GO:0005160,GO:0070411,GO:0034713,GO:0030618,GO:0005634,GO:0005667,GO:0005737,GO:0005829,GO:0005622,GO:0005654,GO:0032444,GO:0071141,GO:0000122,GO:0006351,GO:0045944,GO:0008285,GO:0045893,GO:0045892,GO:0006355,GO:0035556,GO:0010467,GO:0060039,GO:0009791,GO:0001701,GO:0006367,GO:0035265,GO:0048589,GO:0045165,GO:0007179,GO:0030512,GO:0009749,GO:0009952,GO:0001707,GO:0001706,GO:0030513,GO:0048617,GO:0048701,GO:0031016,GO:0007369,GO:0060021,GO:0070723,GO:0001657,GO:0030324,GO:0030073,GO:0032924,GO:0017015,GO:0038092,GO:0007182,GO:0007183,GO:0048340,GO:0051098,GO:0010718,GO:0007352,GO:0031053,GO:1900224,GO:0006468,GO:0009880,GO:0043234,GO:0007492,GO:0007507,GO:0007389,GO:0023019"
SMAD5,SMAD family member 5 [Source:HGNC Symbol;Acc:6771],ENSG00000113658,ENSP00000441954,"GO:0003700,GO:0005515,GO:0046872,GO:0031625,GO:0000979,GO:0005057,GO:0030618,GO:0016021,GO:0005634,GO:0005667,GO:0005737,GO:0005829,GO:0005622,GO:0005654,GO:0006351,GO:0045893,GO:0060348,GO:0006355,GO:0007165,GO:0006468,GO:0009880,GO:0007179,GO:0071407,GO:0007281,GO:0030218,GO:0051216,GO:0030509,GO:0045669,GO:0001657,GO:0001880,GO:0002051,GO:0060048,GO:0071773,GO:1901522,GO:0045944,GO:0001503"
SMAD9,SMAD family member 9 [Source:HGNC Symbol;Acc:6774],ENSG00000120693,ENSP00000369154,"GO:0005515,GO:0003700,GO:0046872,GO:0003677,GO:0030618,GO:0005737,GO:0005634,GO:0005667,GO:0005829,GO:0005622,GO:0005654,GO:0030509,GO:0006351,GO:0045893,GO:0060348,GO:0006355,GO:0001666,GO:0006468,GO:0007179,GO:0030902,GO:0071407,GO:0051216,GO:0001657,GO:0030901,GO:0001880,GO:0045597"
SMAD3,SMAD family member 3 [Source:HGNC Symbol;Acc:6769],ENSG00000166949,ENSP00000332973,"GO:0005515,GO:0005622,GO:0006355,GO:0003700,GO:0003690,GO:0005518,GO:0043565,GO:0008134,GO:0031490,GO:0046332,GO:0005634,GO:0005886,GO:0005667,GO:0005737,GO:0000122,GO:0045944,GO:0050776,GO:0043066,GO:0060039,GO:0001701,GO:0009880,GO:0001756,GO:0050728,GO:0001889,GO:0048589,GO:0042110,GO:0007179,GO:0030335,GO:0051496,GO:0001707,GO:0048617,GO:0001836,GO:0048701,GO:0051894,GO:0061045,GO:0001657,GO:0030878,GO:0002076,GO:0045668,GO:0032731,GO:0070306,GO:0032332,GO:0030501,GO:0050678,GO:0010694,GO:0007492,GO:0001947,GO:0017015,GO:0033689,GO:0002520,GO:0007183,GO:0016202,GO:0032916,GO:0048340,GO:0050927,GO:0051098,GO:0060290,GO:0042803,GO:0008270,GO:0031625,GO:0019901,GO:0043130,GO:0019902,GO:0070410,GO:0070412,GO:0044212,GO:0008013,GO:0000988,GO:0000987,GO:0005160,GO:0001102,GO:0030618,GO:0005829,GO:0005654,GO:0005637,GO:0043235,GO:0071141,GO:0006351,GO:0045893,GO:0030308,GO:0001933,GO:0006955,GO:0001666,GO:0006810,GO:0010467,GO:0007050,GO:0006367,GO:0042060,GO:0030512,GO:0090263,GO:0045930,GO:0050821,GO:0042177,GO:0045216,GO:0006919,GO:0032924,GO:0038092,GO:0010718,GO:0097191,GO:0035413,GO:0042993,GO:0019049,GO:0032909,GO:0031053,GO:1901313,GO:0003682,GO:0019899,GO:0003677,GO:0043234,GO:0001501,GO:0001649,GO:0007369,GO:0023019,GO:0008285,GO:0097296"
SMAD4,SMAD family member 4 [Source:HGNC Symbol;Acc:6770],ENSG00000141646,ENSP00000341551,"GO:0003700,GO:0003677,GO:0005518,GO:0003682,GO:0001085,GO:0001076,GO:0005634,GO:0005667,GO:0005737,GO:0005622,GO:0006351,GO:0008283,GO:0045944,GO:0007411,GO:0008285,GO:0006355,GO:0001701,GO:0048589,GO:0001658,GO:0007179,GO:0060548,GO:0001702,GO:0048733,GO:0007498,GO:0048663,GO:0060021,GO:0003360,GO:0003198,GO:0036302,GO:0007492,GO:0014033,GO:0010862,GO:0032525,GO:0051098,GO:0003190,GO:0003251,GO:0003279,GO:0010718,GO:0042118,GO:0048859,GO:0051797,GO:0060391,GO:0060956,GO:0072133,GO:0072134,GO:0005515,GO:0042803,GO:0046872,GO:0043565,GO:0042802,GO:0070412,GO:0044212,GO:0000988,GO:0000987,GO:0070411,GO:0030616,GO:0005829,GO:0005654,GO:0005813,GO:0032444,GO:0071141,GO:0006357,GO:0009952,GO:0045893,GO:0042127,GO:0006366,GO:0001822,GO:0007369,GO:0048729,GO:0000122,GO:0030308,GO:0045892,GO:0001666,GO:0010467,GO:0006367,GO:0030509,GO:0030513,GO:0060395,GO:0071559,GO:0042177,GO:0030511,GO:0017015,GO:0007183,GO:0032909"
SMAD7,MAD family member 7 [Source:HGNC Symbol;Acc:6773],ENSG00000101665,ENSP00000262158,"GO:0005515,GO:0005518,GO:0031625,GO:0005634,GO:0005622,GO:0043234,GO:0045892,GO:0006355,GO:0035556,GO:0007179,GO:0030514,GO:0055010,GO:0048844,GO:0001657,GO:0060412,GO:0055117,GO:0060389,GO:0017015,GO:0003700,GO:0046872,GO:0044212,GO:0048185,GO:0008013,GO:0070411,GO:0030617,GO:0034713,GO:0005886,GO:0005667,GO:0005737,GO:0005829,GO:0005654,GO:0005913,GO:0016342,GO:0000122,GO:0006351,GO:0045944,GO:0043433,GO:0010467,GO:0006367,GO:0031398,GO:0030336,GO:0030512,GO:0032436,GO:0034616,GO:0030509,GO:0034629,GO:0033137,GO:0050821,GO:0010801,GO:0022409,GO:0031397,GO:0032925,GO:0051444,GO:0010719,GO:0010944,GO:0034333,GO:0060373,GO:0060394"
SMAD6,SMAD family member 6 [Source:HGNC Symbol;Acc:6772],ENSG00000137834,ENSP00000288840,"GO:0003700,GO:0005515,GO:0046872,GO:0031625,GO:0003682,GO:0070410,GO:0070412,GO:0044212,GO:0070411,GO:0030617,GO:0034713,GO:0070698,GO:0005634,GO:0005667,GO:0005737,GO:0005829,GO:0005622,GO:0006351,GO:0008285,GO:0043066,GO:0006955,GO:0006355,GO:0007179,GO:0030512,GO:0043627,GO:0034616,GO:0030514,GO:0030509,GO:0031589,GO:0001657,GO:0060394,GO:0007352,GO:0010991"
PRPF39,PRP39 pre-mRNA processing factor 39 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:20314],ENSG00000185246,ENSP00000348010,"GO:0005634,GO:0005622,GO:0006397,GO:0008380,GO:0006396"
SRP68,signal recognition particle 68kDa [Source:HGNC Symbol;Acc:11302],ENSG00000167881,ENSP00000312066,"GO:0008312,GO:0005047,GO:0030942,GO:0005737,GO:0005829,GO:0005783,GO:0005730,GO:0005840,GO:0005786,GO:0006412,GO:0042493,GO:0010467,GO:0044267,GO:0006614"
ADARB2,"adenosine deaminase, RNA-specific, B2 [Source:HGNC Symbol;Acc:227]",ENSG00000185736,ENSP00000370713,"GO:0003723,GO:0004000,GO:0006396,GO:0046872,GO:0003725,GO:0003727,GO:0005634,GO:0005737,GO:0005739,GO:0006397"
ADAD1,adenosine deaminase domain containing 1 (testis-specific) [Source:HGNC Symbol;Acc:30713],ENSG00000164113,ENSP00000373376,"GO:0003723,GO:0004000,GO:0005634,GO:0007275,GO:0006396,GO:0007286"
ADAD2,adenosine deaminase domain containing 2 [Source:HGNC Symbol;Acc:30714],ENSG00000140955,ENSP00000268624,"GO:0003723,GO:0004000,GO:0006396"
ADAT1,"adenosine deaminase, tRNA-specific 1 [Source:HGNC Symbol;Acc:228]",ENSG00000065457,ENSP00000457501,"GO:0003723,GO:0004000,GO:0006396,GO:0046872,GO:0008251,GO:0008033"
ADARB1,"adenosine deaminase, RNA-specific, B1 [Source:HGNC Symbol;Acc:226]",ENSG00000197381,ENSP00000441897,"GO:0003723,GO:0005515,GO:0046872,GO:0003725,GO:0003729,GO:0003726,GO:0004000,GO:0005634,GO:0005730,GO:0005654,GO:0045087,GO:0008285,GO:0010467,GO:0006397,GO:0006396,GO:0051726,GO:0030336,GO:0051607,GO:0006382,GO:0045070,GO:0044387,GO:0016556,GO:0016553"
ADAR,"adenosine deaminase, RNA-specific [Source:HGNC Symbol;Acc:225]",ENSG00000160710,ENSP00000357459,"GO:0003723,GO:0003726,GO:0004000,GO:0005634,GO:0006396,GO:0005515,GO:0046872,GO:0003677,GO:0005737,GO:0005730,GO:0005654,GO:0044530,GO:0045087,GO:0043066,GO:0009615,GO:0006611,GO:0010467,GO:0031047,GO:0006397,GO:0006606,GO:0019221,GO:0051607,GO:0006382,GO:0045070,GO:0060337,GO:0044387,GO:0035455,GO:0016556,GO:0016553"
CLK3,CDC-like kinase 3 [Source:HGNC Symbol;Acc:2071],ENSG00000179335,ENSP00000344112,"GO:0005515,GO:0005524,GO:0004674,GO:0004713,GO:0004712,GO:0005634,GO:0045111,GO:0001669,GO:0016607,GO:0006468,GO:0043484,GO:0046777,GO:0004672,GO:0016772,GO:0016301,GO:0018108"
CLK4,CDC-like kinase 4 [Source:HGNC Symbol;Acc:13659],ENSG00000113240,ENSP00000316948,"GO:0004674,GO:0004713,GO:0005634,GO:0046777,GO:0005524,GO:0004672,GO:0016772,GO:0004712,GO:0018108,GO:0006468,GO:0043484"
PRPF4B,PRP4 pre-mRNA processing factor 4 homolog B (yeast) [Source:HGNC Symbol;Acc:17346],ENSG00000112739,ENSP00000337194,"GO:0005524,GO:0004674,GO:0004672,GO:0004713,GO:0016772,GO:0005634,GO:0005694,GO:0006468,GO:0005515,GO:0071013,GO:0008380,GO:0000398"
CLK1,CDC-like kinase 1 [Source:HGNC Symbol;Acc:2068],ENSG00000013441,ENSP00000326830,"GO:0004674,GO:0005515,GO:0005524,GO:0004672,GO:0004713,GO:0016772,GO:0004715,GO:0004712,GO:0005634,GO:0005737,GO:0018108,GO:0008283,GO:0006468,GO:0043484,GO:0018107,GO:0018105,GO:0046777"
CLK2,CDC-like kinase 2 [Source:HGNC Symbol;Acc:2069],ENSG00000176444,ENSP00000354856,"GO:0005515,GO:0005524,GO:0004674,GO:0004672,GO:0004713,GO:0016772,GO:0004712,GO:0005634,GO:0016607,GO:0006468,GO:0043484,GO:0046777,GO:0010212,GO:0045721,GO:0032526,GO:0018108,GO:0010033"
LSM3,"LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:17874]",ENSG00000170860,ENSP00000302160,"GO:0003723,GO:0005515,GO:0005634,GO:0005829,GO:0071013,GO:0010467,GO:0016070,GO:0016071,GO:0000288,GO:0006397,GO:0000398,GO:0043928"
FAM46A,"family with sequence similarity 46, member A [Source:HGNC Symbol;Acc:18345]",ENSG00000112773,ENSP00000358769,.
CRYZ,"crystallin, zeta (quinone reductase) [Source:HGNC Symbol;Acc:2419]",ENSG00000116791,ENSP00000399805,"GO:0008270,GO:0016491,GO:0016747,GO:0003730,GO:0070402,GO:0003960,GO:0005737,GO:0005829,GO:0043231,GO:0005794,GO:0055114,GO:0007601,GO:0051289,GO:0042178"
KIN,"KIN, antigenic determinant of recA protein homolog (mouse) [Source:HGNC Symbol;Acc:6327]",ENSG00000151657,ENSP00000368881,"GO:0003690,GO:0003723,GO:0046872,GO:0003677,GO:0005634,GO:0005737,GO:0016363,GO:0006260,GO:0006974,GO:0006281,GO:0006310,GO:0006397,GO:0019048"
